COUNTRY,REG_NAME,PRODUCT,BRANDCODE,PRODUCTCODE,ACCESS_DATE,DATE_VAL,User_hist,User_login,REG_DATE,LAST_LOGIN,BIRTH_YEAR,,DURATION,BOUNCE,PURCHASE,USER_AGE,USER_GENDER,GENDER,USER_ID,USER_HIST,LASTLOGIN
IN,WB,Mobile,BLUESTAR,BLUESTARMobile41,08-01-2017,42743,42643,42675,30-09-2016,01-11-2016,1996,09-06-1996,529,0,0,20,1,M,NGLECC36,100,68
IN,MH,AC,HITACHI,HITACHIAC24,11-01-2017,42746,42706,42718,02-12-2016,14-12-2016,1997,13-04-1997,409,0,1,19,0,F,WJSKRE69,40,28
IN,TL,MICROWAVE,HITACHI,HITACHIMICROWAVE23,12-01-2017,42747,42628,42694,15-09-2016,20-11-2016,1992,23-04-1992,428,0,0,24,1,M,HUZZNI79,119,53
IN,MH,Fridge,LG,LGFridge35,09-01-2017,42744,42610,42694,28-08-2016,20-11-2016,1990,21-08-1990,130,0,0,26,1,M,OIVDZX56,134,50
IN,KA,LCD,BLUESTAR,BLUESTARLCD42,20-01-2017,42755,42667,42745,24-10-2016,10-01-2017,1997,23-11-1997,240,0,1,19,1,M,MUWGWM51,88,10
IN,KL,Mobile,HITACHI,HITACHIMobile21,08-01-2017,42743,42546,42738,25-06-2016,03-01-2017,1986,18-11-1986,528,0,0,30,0,F,V@VXSZ94,197,5
IN,WB,LCD,HITACHI,HITACHILCD22,18-01-2017,42753,42693,42741,19-11-2016,06-01-2017,1982,17-06-1982,78,0,0,34,1,M,PDKUQW65,60,12
IN,TL,AC,SAMSUNG,SAMSUNGAC14,19-01-2017,42754,42595,42710,13-08-2016,06-12-2016,1997,16-11-1997,30,0,0,19,0,F,ZGCJWI97,159,44
IN,KL,WASH_MACH,LG,LGWASH_MACH36,01-01-2017,42736,42656,42732,13-10-2016,28-12-2016,1982,06-11-1982,342,0,0,34,0,F,AJGNXC67,80,4
IN,KA,LCD,SAMSUNG,SAMSUNGLCD12,03-01-2017,42738,42574,42666,23-07-2016,23-10-2016,1997,19-10-1997,414,0,0,19,0,F,WIGW@O44,164,72
IN,TN,Fridge,LG,LGFridge35,20-01-2017,42755,42587,42636,05-08-2016,23-09-2016,1998,24-03-1998,242,0,1,18,0,F,TWZVVI42,168,119
IN,TL,Fridge,SAMSUNG,SAMSUNGFridge15,17-01-2017,42752,42702,42730,28-11-2016,26-12-2016,1987,22-05-1987,381,0,1,29,1,M,JIVDIS77,50,22
IN,KL,MICROWAVE,LG,LGMICROWAVE33,02-01-2017,42737,42628,42709,15-09-2016,05-12-2016,1981,15-06-1981,37,0,0,35,1,M,EHUYE@26,109,28
IN,KL,MICROWAVE,HITACHI,HITACHIMICROWAVE23,03-01-2017,42738,42687,42696,13-11-2016,22-11-2016,1990,13-10-1990,176,0,0,26,1,M,SRWENT30,51,42
IN,TL,Fridge,BLUESTAR,BLUESTARFridge45,14-01-2017,42749,42680,42720,06-11-2016,16-12-2016,1995,26-11-1995,363,0,1,21,0,F,WJQCTZ61,69,29
IN,TN,WASH_MACH,BLUESTAR,BLUESTARWASH_MACH46,03-01-2017,42738,42540,42689,19-06-2016,15-11-2016,1996,14-04-1996,201,0,1,20,1,M,DVHYKC39,198,49
IN,TN,AC,LG,LGAC34,02-01-2017,42737,42592,42660,10-08-2016,17-10-2016,1989,19-11-1989,271,0,0,27,1,M,NXSDBY76,145,77
IN,WB,Fridge,LG,LGFridge35,16-01-2017,42751,42559,42603,08-07-2016,21-08-2016,1990,26-11-1990,561,0,1,26,0,F,LETHKW25,192,148
IN,TN,Mobile,HITACHI,HITACHIMobile21,07-01-2017,42742,42579,42660,28-07-2016,17-10-2016,1985,20-07-1985,252,0,0,31,1,M,BG@GZV33,163,82
IN,KL,WASH_MACH,BLUESTAR,BLUESTARWASH_MACH46,03-01-2017,42738,42690,42729,16-11-2016,25-12-2016,1985,12-07-1985,43,0,0,31,0,F,IUZYFP82,48,9
IN,MH,AC,LG,LGAC34,16-01-2017,42751,42702,42709,28-11-2016,05-12-2016,1988,05-09-1988,215,0,1,28,0,F,KFONGF29,49,42
IN,WB,Mobile,HITACHI,HITACHIMobile21,02-01-2017,42737,42701,42710,27-11-2016,06-12-2016,1991,08-08-1991,25,0,0,25,0,F,IBBQBT61,36,27
IN,MH,Fridge,HITACHI,HITACHIFridge25,13-01-2017,42748,42719,42731,15-12-2016,27-12-2016,1997,14-04-1997,154,0,0,19,0,F,AZWMSC86,29,17
IN,KL,LCD,BLUESTAR,BLUESTARLCD42,18-01-2017,42753,42565,42589,14-07-2016,07-08-2016,1986,25-03-1986,177,0,0,30,1,M,JCAADH99,188,164
IN,KL,Mobile,HITACHI,HITACHIMobile21,19-01-2017,42754,42657,42743,14-10-2016,08-01-2017,1990,18-11-1990,80,0,0,26,0,F,NFDOMB90,97,11
IN,KL,Mobile,SAMSUNG,SAMSUNGMobile11,11-01-2017,42746,42671,42725,28-10-2016,21-12-2016,1997,28-10-1997,304,0,1,19,1,M,CBWBJY21,75,21
IN,MH,LCD,LG,LGLCD32,13-01-2017,42748,42648,42651,05-10-2016,08-10-2016,1984,20-07-1984,366,0,0,32,0,F,KEY@NV43,100,97
IN,WB,Fridge,BLUESTAR,BLUESTARFridge45,01-01-2017,42736,42570,42654,19-07-2016,11-10-2016,1983,14-03-1983,284,0,1,33,1,M,NJPKWD71,166,82
IN,KA,Fridge,HITACHI,HITACHIFridge25,15-01-2017,42750,42694,42740,20-11-2016,05-01-2017,1985,21-04-1985,405,0,0,31,1,M,JVMHLB72,56,10
IN,MH,Fridge,SAMSUNG,SAMSUNGFridge15,03-01-2017,42738,42551,42627,30-06-2016,14-09-2016,1992,18-05-1992,548,0,1,24,0,F,MZP@TC84,187,111
IN,KA,Fridge,LG,LGFridge35,13-01-2017,42748,42587,42674,05-08-2016,31-10-2016,1992,16-03-1992,389,0,0,24,0,F,ITKGCB18,161,74
IN,KL,Mobile,BLUESTAR,BLUESTARMobile41,03-01-2017,42738,42720,42727,16-12-2016,23-12-2016,1982,08-09-1982,81,0,0,34,0,F,QZVTKQ80,18,11
IN,KL,Mobile,HITACHI,HITACHIMobile21,02-01-2017,42737,42556,42705,05-07-2016,01-12-2016,1982,22-11-1982,213,0,1,34,0,F,HRECDQ13,181,32
IN,MH,Mobile,BLUESTAR,BLUESTARMobile41,18-01-2017,42753,42627,42739,14-09-2016,04-01-2017,1985,25-10-1985,337,0,0,31,0,F,FGUCSL78,126,14
IN,MH,MICROWAVE,HITACHI,HITACHIMICROWAVE23,15-01-2017,42750,42677,42684,03-11-2016,10-11-2016,1983,13-07-1983,267,0,1,33,1,M,IF@CYL95,73,66
IN,TL,AC,SAMSUNG,SAMSUNGAC14,08-01-2017,42743,42576,42655,25-07-2016,12-10-2016,1981,20-05-1981,200,0,0,35,0,F,LPFTVT35,167,88
IN,MH,LCD,LG,LGLCD32,16-01-2017,42751,42744,42747,09-01-2017,12-01-2017,1991,02-10-1991,382,0,1,25,1,M,WQEUJO60,7,4
IN,TN,LCD,BLUESTAR,BLUESTARLCD42,19-01-2017,42754,42669,42703,26-10-2016,29-11-2016,1984,09-05-1984,557,0,0,32,1,M,LQHNAS16,85,51
IN,WB,LCD,BLUESTAR,BLUESTARLCD42,02-01-2017,42737,42632,42648,19-09-2016,05-10-2016,1998,04-10-1998,298,0,1,18,0,F,OQ@QOY36,105,89
IN,TL,WASH_MACH,BLUESTAR,BLUESTARWASH_MACH46,20-01-2017,42755,42576,42655,25-07-2016,12-10-2016,1981,04-04-1981,144,0,0,35,0,F,U@HFTF27,179,100
IN,MH,MICROWAVE,LG,LGMICROWAVE33,01-01-2017,42736,42620,42721,07-09-2016,17-12-2016,1992,12-03-1992,464,0,1,24,1,M,ZLMWFP95,116,15
IN,MH,Fridge,BLUESTAR,BLUESTARFridge45,20-01-2017,42755,42582,42591,31-07-2016,09-08-2016,1990,12-10-1990,362,0,1,26,1,M,ZFVR@P45,173,164
IN,WB,WASH_MACH,BLUESTAR,BLUESTARWASH_MACH46,12-01-2017,42747,42582,42637,31-07-2016,24-09-2016,1981,26-07-1981,259,0,1,35,0,F,JNSPXN58,165,110
IN,TL,Fridge,HITACHI,HITACHIFridge25,09-01-2017,42744,42689,42739,15-11-2016,04-01-2017,1984,25-05-1984,419,0,0,32,0,F,GHCGOY79,55,5
IN,KA,AC,BLUESTAR,BLUESTARAC44,01-01-2017,42736,42565,42603,14-07-2016,21-08-2016,1986,05-07-1986,392,0,0,30,0,F,MGQSUK16,171,133
IN,TL,WASH_MACH,HITACHI,HITACHIWASH_MACH26,12-01-2017,42747,42591,42596,09-08-2016,14-08-2016,1991,06-03-1991,4,1,0,25,0,F,DGIWQQ66,156,151
IN,KA,MICROWAVE,SAMSUNG,SAMSUNGMICROWAVE13,05-01-2017,42740,42549,42676,28-06-2016,02-11-2016,1983,01-11-1983,292,0,0,33,1,M,YMXJRV63,191,64
IN,KL,LCD,LG,LGLCD32,13-01-2017,42748,42644,42676,01-10-2016,02-11-2016,1993,04-06-1993,201,0,1,23,1,M,AKGFDQ71,104,72
IN,TL,WASH_MACH,BLUESTAR,BLUESTARWASH_MACH46,17-01-2017,42752,42690,42726,16-11-2016,22-12-2016,1997,07-07-1997,552,0,0,19,0,F,H@GCYP14,62,26
IN,TN,WASH_MACH,SAMSUNG,SAMSUNGWASH_MACH16,20-01-2017,42755,42627,42704,14-09-2016,30-11-2016,1990,02-06-1990,275,0,1,26,0,F,QQAUZM15,128,51
IN,WB,WASH_MACH,LG,LGWASH_MACH36,03-01-2017,42738,42619,42733,06-09-2016,29-12-2016,1987,21-08-1987,130,0,0,29,1,M,DAZDMY91,119,5
IN,KL,WASH_MACH,LG,LGWASH_MACH36,11-01-2017,42746,42697,42712,23-11-2016,08-12-2016,1981,22-07-1981,494,0,1,35,1,M,KUDUOH16,49,34
IN,KA,Mobile,SAMSUNG,SAMSUNGMobile11,09-01-2017,42744,42666,42671,23-10-2016,28-10-2016,1990,20-08-1990,188,0,0,26,1,M,KJBMLR92,78,73
IN,TL,LCD,SAMSUNG,SAMSUNGLCD12,09-01-2017,42744,42706,42712,02-12-2016,08-12-2016,1982,19-09-1982,466,0,1,34,1,M,LOHIUQ31,38,32
IN,MH,LCD,LG,LGLCD32,08-01-2017,42743,42655,42696,12-10-2016,22-11-2016,1997,25-03-1997,598,0,0,19,1,M,K@VQTZ32,88,47
IN,KA,Fridge,HITACHI,HITACHIFridge25,08-01-2017,42743,42584,42724,02-08-2016,20-12-2016,1997,11-10-1997,404,0,0,19,0,F,MM@EK@84,159,19
IN,TL,MICROWAVE,BLUESTAR,BLUESTARMICROWAVE43,09-01-2017,42744,42628,42705,15-09-2016,01-12-2016,1993,20-11-1993,470,0,0,23,1,M,XNYLTQ20,116,39
IN,WB,Mobile,LG,LGMobile31,07-01-2017,42742,42658,42736,15-10-2016,01-01-2017,1989,01-10-1989,335,0,0,27,0,F,HDSLOZ98,84,6
IN,KL,Fridge,SAMSUNG,SAMSUNGFridge15,06-01-2017,42741,42674,42738,31-10-2016,03-01-2017,1985,28-10-1985,174,0,0,31,0,F,UYVASF18,67,3
IN,KA,Fridge,BLUESTAR,BLUESTARFridge45,06-01-2017,42741,42577,42627,26-07-2016,14-09-2016,1981,05-08-1981,303,0,0,35,1,M,YG@MAR73,164,114
IN,TL,AC,BLUESTAR,BLUESTARAC44,17-01-2017,42752,42579,42721,28-07-2016,17-12-2016,1981,14-03-1981,197,0,0,35,1,M,ITAIBQ50,173,31
IN,WB,AC,SAMSUNG,SAMSUNGAC14,14-01-2017,42749,42685,42700,11-11-2016,26-11-2016,1991,20-08-1991,501,0,0,25,1,M,XCYSIP59,64,49
IN,KL,Mobile,SAMSUNG,SAMSUNGMobile11,13-01-2017,42748,42550,42713,29-06-2016,09-12-2016,1990,02-10-1990,519,0,0,26,0,F,XHJGZH21,198,35
IN,MH,AC,LG,LGAC34,06-01-2017,42741,42556,42694,05-07-2016,20-11-2016,1986,24-04-1986,413,0,0,30,0,F,ASX@KV67,185,47
IN,TN,Fridge,BLUESTAR,BLUESTARFridge45,09-01-2017,42744,42686,42702,12-11-2016,28-11-2016,1982,27-11-1982,377,0,0,34,0,F,UTRLBO48,58,42
IN,MH,Fridge,HITACHI,HITACHIFridge25,03-01-2017,42738,42720,42731,16-12-2016,27-12-2016,1995,21-03-1995,579,0,1,21,1,M,DYHPOF13,18,7
IN,KL,LCD,HITACHI,HITACHILCD22,05-01-2017,42740,42679,42693,05-11-2016,19-11-2016,1982,12-08-1982,28,0,0,34,0,F,QCNKIP65,61,47
IN,TN,MICROWAVE,SAMSUNG,SAMSUNGMICROWAVE13,13-01-2017,42748,42730,42735,26-12-2016,31-12-2016,1986,24-10-1986,262,0,1,30,0,F,OIIQXB73,18,13
IN,WB,Fridge,LG,LGFridge35,11-01-2017,42746,42687,42717,13-11-2016,13-12-2016,1986,25-09-1986,366,0,0,30,0,F,AJXCBU31,59,29
IN,WB,WASH_MACH,SAMSUNG,SAMSUNGWASH_MACH16,19-01-2017,42754,42586,42676,04-08-2016,02-11-2016,1991,17-08-1991,572,0,1,25,0,F,GPWTYK71,168,78
IN,TL,Mobile,SAMSUNG,SAMSUNGMobile11,14-01-2017,42749,42553,42576,02-07-2016,25-07-2016,1998,01-08-1998,14,1,0,18,1,M,ZNOGXG12,196,173
IN,KA,Fridge,HITACHI,HITACHIFridge25,17-01-2017,42752,42619,42746,06-09-2016,11-01-2017,1982,09-05-1982,428,0,0,34,1,M,NQAIMD81,133,6
IN,WB,MICROWAVE,SAMSUNG,SAMSUNGMICROWAVE13,18-01-2017,42753,42555,42743,04-07-2016,08-01-2017,1995,12-03-1995,353,0,0,21,1,M,FPEWPN34,198,10
IN,TN,WASH_MACH,BLUESTAR,BLUESTARWASH_MACH46,17-01-2017,42752,42606,42657,24-08-2016,14-10-2016,1994,23-03-1994,339,0,1,22,0,F,IHGVXJ42,146,95
IN,MH,MICROWAVE,SAMSUNG,SAMSUNGMICROWAVE13,03-01-2017,42738,42649,42735,06-10-2016,31-12-2016,1998,24-06-1998,119,0,0,18,1,M,UCWEVU60,89,3
IN,TL,AC,BLUESTAR,BLUESTARAC44,18-01-2017,42753,42709,42725,05-12-2016,21-12-2016,1995,12-05-1995,228,0,0,21,0,F,L@LGNN84,44,28
IN,KL,Mobile,HITACHI,HITACHIMobile21,10-01-2017,42745,42673,42739,30-10-2016,04-01-2017,1993,24-03-1993,374,0,0,23,0,F,QZEDJK27,72,6
IN,KL,Mobile,SAMSUNG,SAMSUNGMobile11,04-01-2017,42739,42594,42689,12-08-2016,15-11-2016,1986,20-11-1986,366,0,1,30,0,F,XZOOUK60,145,50
IN,TN,Fridge,SAMSUNG,SAMSUNGFridge15,01-01-2017,42736,42727,42729,23-12-2016,25-12-2016,1985,27-06-1985,453,0,0,31,0,F,MF@HKW36,9,7
IN,WB,Mobile,BLUESTAR,BLUESTARMobile41,06-01-2017,42741,42706,42735,02-12-2016,31-12-2016,1993,08-07-1993,157,0,0,23,1,M,@XYRPJ51,35,6
IN,KL,LCD,LG,LGLCD32,19-01-2017,42754,42597,42712,15-08-2016,08-12-2016,1997,27-03-1997,65,0,0,19,0,F,OARVEI29,157,42
IN,TL,WASH_MACH,LG,LGWASH_MACH36,07-01-2017,42742,42699,42731,25-11-2016,27-12-2016,1993,16-08-1993,213,0,1,23,0,F,UGJRVC32,43,11
IN,MH,Mobile,SAMSUNG,SAMSUNGMobile11,10-01-2017,42745,42617,42744,04-09-2016,09-01-2017,1988,19-11-1988,549,0,1,28,0,F,DXMYPR70,128,1
IN,WB,LCD,LG,LGLCD32,11-01-2017,42746,42614,42618,01-09-2016,05-09-2016,1996,28-08-1996,584,0,0,20,0,F,OAEZOT26,132,128
IN,WB,AC,HITACHI,HITACHIAC24,02-01-2017,42737,42733,42733,29-12-2016,29-12-2016,1991,08-03-1991,37,0,0,25,0,F,LTDWPW77,4,4
IN,MH,MICROWAVE,HITACHI,HITACHIMICROWAVE23,14-01-2017,42749,42747,42748,12-01-2017,13-01-2017,1988,16-10-1988,354,0,1,28,0,F,ELZABG84,2,1
IN,WB,WASH_MACH,HITACHI,HITACHIWASH_MACH26,11-01-2017,42746,42690,42697,16-11-2016,23-11-2016,1988,12-03-1988,595,0,0,28,0,F,SJOYKO56,56,49
IN,TN,MICROWAVE,SAMSUNG,SAMSUNGMICROWAVE13,20-01-2017,42755,42645,42692,02-10-2016,18-11-2016,1993,16-11-1993,394,0,1,23,0,F,PRVENB91,110,63
IN,KL,Fridge,LG,LGFridge35,19-01-2017,42754,42701,42720,27-11-2016,16-12-2016,1993,05-11-1993,502,0,0,23,1,M,@IBXKT31,53,34
IN,KA,Mobile,BLUESTAR,BLUESTARMobile41,16-01-2017,42751,42698,42711,24-11-2016,07-12-2016,1983,10-04-1983,336,0,1,33,1,M,YIFAFD62,53,40
IN,WB,MICROWAVE,HITACHI,HITACHIMICROWAVE23,12-01-2017,42747,42707,42732,03-12-2016,28-12-2016,1996,23-10-1996,273,0,1,20,0,F,JZIDWE17,40,15
IN,KL,AC,LG,LGAC34,03-01-2017,42738,42655,42659,12-10-2016,16-10-2016,1986,05-05-1986,181,0,0,30,0,F,ZNUAKK38,83,79
IN,KL,AC,HITACHI,HITACHIAC24,04-01-2017,42739,42614,42672,01-09-2016,29-10-2016,1982,20-07-1982,492,0,0,34,1,M,SU@AOY89,125,67
IN,WB,LCD,BLUESTAR,BLUESTARLCD42,07-01-2017,42742,42592,42687,10-08-2016,13-11-2016,1990,25-04-1990,121,0,0,26,1,M,DADMVG84,150,55
IN,TL,Fridge,LG,LGFridge35,03-01-2017,42738,42609,42728,27-08-2016,24-12-2016,1985,13-04-1985,184,0,0,31,0,F,EFL@BI67,129,10
IN,MH,Mobile,BLUESTAR,BLUESTARMobile41,17-01-2017,42752,42700,42742,26-11-2016,07-01-2017,1989,14-08-1989,343,0,0,27,0,F,DYG@IB48,52,10
IN,WB,Fridge,HITACHI,HITACHIFridge25,06-01-2017,42741,42561,42726,10-07-2016,22-12-2016,1994,01-07-1994,506,0,1,22,1,M,ZTQORB27,180,15
IN,KL,MICROWAVE,HITACHI,HITACHIMICROWAVE23,13-01-2017,42748,42602,42690,20-08-2016,16-11-2016,1984,23-07-1984,232,0,0,32,0,F,KCKTYY89,146,58
IN,KA,WASH_MACH,HITACHI,HITACHIWASH_MACH26,07-01-2017,42742,42634,42634,21-09-2016,21-09-2016,1982,28-06-1982,412,0,1,34,0,F,LZHMVD57,108,108
IN,MH,MICROWAVE,HITACHI,HITACHIMICROWAVE23,15-01-2017,42750,42686,42691,12-11-2016,17-11-2016,1988,12-04-1988,541,0,0,28,1,M,IX@WNO11,64,59
IN,KL,Mobile,LG,LGMobile31,17-01-2017,42752,42723,42741,19-12-2016,06-01-2017,1993,03-04-1993,152,0,0,23,1,M,YENPTP83,29,11
IN,TL,LCD,SAMSUNG,SAMSUNGLCD12,01-01-2017,42736,42621,42680,08-09-2016,06-11-2016,1981,17-11-1981,242,0,0,35,0,F,PGWOZB42,115,56
IN,WB,Mobile,LG,LGMobile31,09-01-2017,42744,42686,42730,12-11-2016,26-12-2016,1985,09-07-1985,403,0,1,31,1,M,DTPPCD76,58,14
IN,WB,WASH_MACH,BLUESTAR,BLUESTARWASH_MACH46,08-01-2017,42743,42693,42715,19-11-2016,11-12-2016,1982,05-05-1982,341,0,1,34,1,M,DCSQCC18,50,28
IN,MH,WASH_MACH,BLUESTAR,BLUESTARWASH_MACH46,08-01-2017,42743,42545,42635,24-06-2016,22-09-2016,1996,19-10-1996,67,0,0,20,0,F,DKHFIK26,198,108
IN,TN,Mobile,HITACHI,HITACHIMobile21,09-01-2017,42744,42654,42726,11-10-2016,22-12-2016,1984,19-04-1984,54,0,0,32,1,M,MIP@IK42,90,18
IN,KA,Fridge,SAMSUNG,SAMSUNGFridge15,01-01-2017,42736,42692,42695,18-11-2016,21-11-2016,1982,16-09-1982,460,0,0,34,1,M,LYTRMX74,44,41
IN,KL,MICROWAVE,HITACHI,HITACHIMICROWAVE23,02-01-2017,42737,42636,42665,23-09-2016,22-10-2016,1988,23-03-1988,189,0,0,28,1,M,RWMYMH30,101,72
IN,KA,LCD,SAMSUNG,SAMSUNGLCD12,14-01-2017,42749,42655,42705,12-10-2016,01-12-2016,1992,04-06-1992,284,0,0,24,1,M,OVSUOC31,94,44
IN,MH,AC,BLUESTAR,BLUESTARAC44,05-01-2017,42740,42553,42698,02-07-2016,24-11-2016,1989,01-08-1989,226,0,1,27,0,F,RKEVVH90,187,42
IN,WB,MICROWAVE,BLUESTAR,BLUESTARMICROWAVE43,07-01-2017,42742,42546,42644,25-06-2016,01-10-2016,1996,10-04-1996,125,0,0,20,0,F,RFRHNE99,196,98
IN,KA,LCD,HITACHI,HITACHILCD22,13-01-2017,42748,42741,42741,06-01-2017,06-01-2017,1995,22-11-1995,182,0,0,21,0,F,THKYUD74,7,7
IN,KL,Fridge,BLUESTAR,BLUESTARFridge45,05-01-2017,42740,42722,42723,18-12-2016,19-12-2016,1993,23-10-1993,178,0,0,23,1,M,YKNCWY83,18,17
IN,TN,AC,BLUESTAR,BLUESTARAC44,03-01-2017,42738,42669,42679,26-10-2016,05-11-2016,1981,22-11-1981,103,0,0,35,0,F,JMFBZV54,69,59
IN,MH,MICROWAVE,HITACHI,HITACHIMICROWAVE23,09-01-2017,42744,42672,42695,29-10-2016,21-11-2016,1998,13-11-1998,598,0,1,18,0,F,SBGOBA39,72,49
IN,TN,WASH_MACH,BLUESTAR,BLUESTARWASH_MACH46,10-01-2017,42745,42652,42708,09-10-2016,04-12-2016,1998,19-10-1998,571,0,0,18,1,M,NSPARN89,93,37
IN,TN,Mobile,LG,LGMobile31,13-01-2017,42748,42686,42727,12-11-2016,23-12-2016,1987,13-10-1987,456,0,1,29,1,M,OQGRRH65,62,21
IN,MH,MICROWAVE,HITACHI,HITACHIMICROWAVE23,07-01-2017,42742,42740,42741,05-01-2017,06-01-2017,1987,12-09-1987,272,0,1,29,0,F,UMPZOT26,2,1
IN,TN,AC,SAMSUNG,SAMSUNGAC14,06-01-2017,42741,42600,42675,18-08-2016,01-11-2016,1992,16-03-1992,589,0,0,24,1,M,WFYXKV99,141,66
IN,TL,MICROWAVE,LG,LGMICROWAVE33,07-01-2017,42742,42736,42736,01-01-2017,01-01-2017,1984,17-04-1984,408,0,1,32,0,F,WMHYKY25,6,6
IN,TL,MICROWAVE,HITACHI,HITACHIMICROWAVE23,13-01-2017,42748,42628,42708,15-09-2016,04-12-2016,1988,25-05-1988,332,0,0,28,0,F,PCPQIN66,120,40
IN,TL,MICROWAVE,SAMSUNG,SAMSUNGMICROWAVE13,01-01-2017,42736,42732,42732,28-12-2016,28-12-2016,1997,19-09-1997,311,0,1,19,0,F,ZPYITG14,4,4
IN,MH,Mobile,SAMSUNG,SAMSUNGMobile11,18-01-2017,42753,42690,42710,16-11-2016,06-12-2016,1992,08-04-1992,132,0,0,24,0,F,GQGIZO19,63,43
IN,WB,MICROWAVE,SAMSUNG,SAMSUNGMICROWAVE13,07-01-2017,42742,42670,42735,27-10-2016,31-12-2016,1997,20-05-1997,519,0,0,19,1,M,ACGP@H49,72,7
IN,TN,Mobile,BLUESTAR,BLUESTARMobile41,10-01-2017,42745,42553,42741,02-07-2016,06-01-2017,1983,16-11-1983,530,0,1,33,1,M,NCZRZJ80,192,4
IN,KA,WASH_MACH,SAMSUNG,SAMSUNGWASH_MACH16,06-01-2017,42741,42693,42697,19-11-2016,23-11-2016,1991,20-05-1991,307,0,0,25,0,F,VZCWCF40,48,44
IN,TN,WASH_MACH,SAMSUNG,SAMSUNGWASH_MACH16,20-01-2017,42755,42625,42723,12-09-2016,19-12-2016,1996,18-09-1996,11,1,0,20,1,M,EDWAAZ90,130,32
IN,KL,Mobile,LG,LGMobile31,16-01-2017,42751,42594,42606,12-08-2016,24-08-2016,1996,14-09-1996,478,0,1,20,0,F,HFAFBD96,157,145
IN,WB,MICROWAVE,LG,LGMICROWAVE33,02-01-2017,42737,42602,42628,20-08-2016,15-09-2016,1981,18-03-1981,523,0,1,35,1,M,OCSAQP25,135,109
IN,KL,AC,BLUESTAR,BLUESTARAC44,02-01-2017,42737,42691,42736,17-11-2016,01-01-2017,1982,08-09-1982,470,0,0,34,1,M,UBUGTP48,46,1
IN,KL,WASH_MACH,SAMSUNG,SAMSUNGWASH_MACH16,07-01-2017,42742,42648,42726,05-10-2016,22-12-2016,1981,11-09-1981,451,0,0,35,1,M,IMW@EN73,94,16
IN,KL,MICROWAVE,HITACHI,HITACHIMICROWAVE23,12-01-2017,42747,42693,42744,19-11-2016,09-01-2017,1990,09-10-1990,567,0,0,26,0,F,@OXVWK93,54,3
IN,TL,MICROWAVE,SAMSUNG,SAMSUNGMICROWAVE13,14-01-2017,42749,42653,42675,10-10-2016,01-11-2016,1984,15-04-1984,213,0,1,32,0,F,BIKPFE28,96,74
IN,KL,Fridge,HITACHI,HITACHIFridge25,10-01-2017,42745,42644,42678,01-10-2016,04-11-2016,1988,11-04-1988,434,0,1,28,0,F,FUCLFF21,101,67
IN,KL,AC,BLUESTAR,BLUESTARAC44,03-01-2017,42738,42636,42707,23-09-2016,03-12-2016,1982,03-08-1982,32,0,0,34,1,M,AUGCOT96,102,31
IN,WB,LCD,HITACHI,HITACHILCD22,01-01-2017,42736,42698,42734,24-11-2016,30-12-2016,1988,08-05-1988,95,0,0,28,0,F,FPNUSG82,38,2
IN,TN,LCD,SAMSUNG,SAMSUNGLCD12,20-01-2017,42755,42633,42684,20-09-2016,10-11-2016,1990,27-08-1990,467,0,1,26,1,M,CZAWUI52,122,71
IN,KA,Fridge,HITACHI,HITACHIFridge25,18-01-2017,42753,42675,42741,01-11-2016,06-01-2017,1985,03-03-1985,552,0,1,31,1,M,HRQWLS37,78,12
IN,WB,AC,SAMSUNG,SAMSUNGAC14,02-01-2017,42737,42614,42638,01-09-2016,25-09-2016,1987,08-05-1987,406,0,0,29,1,M,KKIDTV83,123,99
IN,KA,Mobile,HITACHI,HITACHIMobile21,15-01-2017,42750,42631,42637,18-09-2016,24-09-2016,1984,22-05-1984,311,0,0,32,1,M,QYPCVD55,119,113
IN,MH,Mobile,LG,LGMobile31,14-01-2017,42749,42705,42746,01-12-2016,11-01-2017,1985,24-10-1985,245,0,0,31,1,M,GDBULN39,44,3
IN,WB,MICROWAVE,LG,LGMICROWAVE33,20-01-2017,42755,42671,42743,28-10-2016,08-01-2017,1991,21-03-1991,553,0,0,25,0,F,WQRGQL87,84,12
IN,TL,Fridge,SAMSUNG,SAMSUNGFridge15,01-01-2017,42736,42615,42622,02-09-2016,09-09-2016,1990,06-09-1990,22,0,0,26,1,M,DFZYFK72,121,114
IN,TN,AC,HITACHI,HITACHIAC24,13-01-2017,42748,42628,42695,15-09-2016,21-11-2016,1982,15-06-1982,578,0,0,34,1,M,IXYDKM77,120,53
IN,TL,MICROWAVE,HITACHI,HITACHIMICROWAVE23,19-01-2017,42754,42686,42715,12-11-2016,11-12-2016,1993,19-07-1993,499,0,1,23,1,M,BHGLXS23,68,39
IN,TL,AC,SAMSUNG,SAMSUNGAC14,20-01-2017,42755,42582,42724,31-07-2016,20-12-2016,1982,14-09-1982,20,0,0,34,0,F,HDQEPI67,173,31
IN,KA,AC,LG,LGAC34,03-01-2017,42738,42696,42699,22-11-2016,25-11-2016,1998,13-05-1998,434,0,1,18,0,F,IMTBVQ95,42,39
IN,KA,Fridge,BLUESTAR,BLUESTARFridge45,12-01-2017,42747,42574,42633,23-07-2016,20-09-2016,1995,07-09-1995,35,0,0,21,0,F,MDTWYQ57,173,114
